PlanIndex,RunID,PointName,Split,LogKP,LogKI,ScenarioID,Vin_RMS,Pload_Pre_W,Pload_High_W,BoostInductance_uH,DCBusCapacitance_uF,LineFrequency_Hz,KP,KI,IAMP_MAX_A,SimulationSucceeded,SafetyPassed,Objective,PerformanceObjective,PreLoadMean_V,HighLoadMean_V,PostLoadMean_V,SteadyStateError_V,LoadOnUndershoot_V,LoadOffOvershoot_V,LoadOnSettling_s,LoadOffSettling_s,HighLoadRipple_Vpp,GlobalVoutMinimum_V,GlobalVoutMaximum_V,ILPeak_A,PowerFactor,THD_Percent,InputPower_W,DutyMinimum,DutyMaximum,DutyMeanHigh,DutySaturationFraction,DutyStepRMS,IrefPeak_A,IrefMeanAbsHigh_A,IrefSaturationFraction,IrefStepRMS_A,ElapsedTime_s,BaselineFileUnchanged,ErrorIdentifier,ErrorMessage
11,S7_02_05,DOE_RANDOM_2,train,-4.83878388318343,1.25787802115392,STAGE7_02,230,300,1100,311,1360,50,0.00791667580239574,3.51794854905826,16,1,1,0.308596581711171,0.308596581711171,399.623483366485,398.507593202095,399.920228327258,0.889832633236357,35.0417639075985,26.2248452468845,0.18012,0.26258,16.5674925696618,360.988064610897,430.020571322506,11.154161422951,0.966486465984458,9.13623124747261,1090.91763833157,0,0.85,0.694346791586778,0.250164374589064,0.00618924880685864,9.73884584433741,4.55990571541215,0,0.00632938913523198,37.0890979,1,,
12,S7_02_06,DOE_RANDOM_3,train,-2.22184054358779,1.75594832893107,STAGE7_02,230,300,1100,311,1360,50,0.10840939287547,5.78893495420161,16,1,1,0.0843593575965013,0.0843593575965013,399.990757532333,399.924893883031,400.428352420921,0.251138838443062,18.5599173823678,19.8809051786908,0.0652400000000001,0.0713200000000001,7.38723655623585,377.452341650265,421.361509544885,9.78038890417998,0.967614480416685,9.63956340756756,1100.54930817108,0,0.85,0.698130551687028,0.237701905745236,0.00644671355782955,8.36329913716375,4.59323598601564,0,0.00627649846821543,45.9542523,1,,
13,S7_03_01,SAFE_BASELINE,test,-4.60517018598809,-0.22314355131421,STAGE7_03,265,200,900,373.2,952,53,0.01,0.8,16,1,0,1000000,0.272054494174789,400.055659045905,401.408262820015,399.205227519922,0.934160120949288,32.5937357732113,28.267061681562,0.18686,0.21246,15.0894658780784,360.572060203473,430.019625260577,16.1242965809367,0.973193638445877,7.79345223036364,910.327849984815,0,0.85,0.531086136330763,0.143329641675896,0.00400213953543583,4.43788986534737,2.50938615386153,0,0.00376884545807084,51.0727795,1,,
14,S7_03_02,PREVIOUS_BENCHMARK,test,-2.81378324280591,1.60684713308168,STAGE7_03,265,200,900,373.2,952,53,0.0599776526,4.9870628691,16,1,1,0.0788369805709495,0.0788369805709495,400.07410115388,400.027529266563,401.364330345506,0.78901756068197,20.0491773311686,21.1654366751087,0.0527799999999999,0.0759799999999999,7.9329423772819,375.249732161249,422.82971408938,6.58302275510098,0.972318852029935,8.76227009274836,897.390921208817,0,0.85,0.593801476698824,0.170302074244814,0.00436712066064718,5.19454540245385,2.85156544597023,0,0.00417035261449206,46.5397381,1,,
15,S7_03_03,STRONG_FIXED,test,-1.89711998488588,2.484906649788,STAGE7_03,265,200,900,373.2,952,53,0.15,12,16,1,1,0.0646878512438057,0.0646878512438057,399.997440448956,400.00886578209,400.025083968503,0.0154311251423257,10.996934975044,11.4392669292247,0.02704,0.0338399999999999,7.77096424830364,383.984222777661,413.217577092509,6.76246930816443,0.968819760550489,10.9168019220107,897.511758289288,0,0.85,0.602806129899553,0.173694565763586,0.00450598034231116,5.40722271020353,2.88380232399229,0,0.00428564427946556,45.297021,1,,
16,S7_03_04,DOE_RANDOM_1,test,-4.25813219196118,0.496969897911099,STAGE7_03,265,200,900,373.2,952,53,0.0141487048097636,1.64373303817729,16,1,1,0.143134396840181,0.143134396840181,398.741856096197,400.09042584713,401.616896599572,1.1839844495336,31.8720644225712,28.0222037327261,0.11026,0.0921599999999998,13.385462871759,362.843322937734,430.011213323821,12.5302794526609,0.972698938139951,8.15862312077922,889.943822543023,0,0.85,0.563925626063082,0.156714608213479,0.00418014579909183,4.83596768463108,2.71165862141061,0,0.00402040516084262,52.4446144,1,,
17,S7_03_05,DOE_RANDOM_2,test,-3.41371024679993,2.31722590233465,STAGE7_03,265,200,900,373.2,952,53,0.0329188365083716,10.1474851096073,16,1,1,0.0659581171635343,0.0659581171635343,399.963012600004,399.998102512795,400.639359045702,0.369752916390005,17.5923691798816,18.4109722376378,0.0356,0.0599799999999999,8.81236928152481,378.253446727728,420.356978307133,7.34177639349526,0.972640807288761,8.70035740871827,898.35689529342,0,0.85,0.596711824281282,0.171664570838573,0.00439096898543472,5.94506118557989,2.86954012928507,0,0.00419644644141982,45.2585984,1,,
18,S7_03_06,DOE_RANDOM_3,test,-2.11836696396535,-0.116500776869395,STAGE7_03,265,200,900,373.2,952,53,0.120227804623847,0.890029405539803,16,1,1,0.286784926290021,0.286784926290021,400.005121131096,395.160830537091,410.030676704185,6.42993163417804,20.4241397523275,20.0713313992352,0.20116,0.18912,12.9300262764278,375.651812825461,421.097629302426,5.89811573210808,0.97089490219566,10.0044194262045,888.647615801061,0,0.85,0.564119410722945,0.164564588588529,0.00434482758862776,4.50983384525164,2.67027944178424,0,0.00395430044967963,39.420986,1,,
19,S7_04_01,SAFE_BASELINE,train,-4.60517018598809,-0.22314355131421,STAGE7_04,190.539372581718,350.290735831961,904.931860451025,356.662296747221,1150.76722251851,50.0329835044347,0.01,0.8,16,1,1,0.882891994095942,0.882891994095942,403.271778377565,400.393668010952,375.294214008934,14.3902208657024,52.0280150335529,25.8683952096019,0.2277,0.38,28.9662224763802,344.838246611674,430.03016966195,9.51406624347951,0.971768586495742,9.31830277012237,969.76921743549,0,0.85,0.73515067263538,0.320159199602001,0.00723896281833624,8.14363410338751,4.336839073921,0,0.00618674977095232,35.4270626,1,,
20,S7_04_02,PREVIOUS_BENCHMARK,train,-2.81378324280591,1.60684713308168,STAGE7_04,190.539372581718,350.290735831961,904.931860451025,356.662296747221,1150.76722251851,50.0329835044347,0.0599776526,4.9870628691,16,1,1,0.138694355527888,0.138694355527888,399.749979386137,399.591368217433,401.059795845263,0.671480323543236,22.0545568050626,23.7431969638951,0.08,0.16182,8.84651965555662,374.256760040646,425.410043996944,10.2049311753728,0.969462464085413,9.98131077466807,914.506675218472,0,0.85,0.753598560423204,0.371574071064822,0.00800230459925437,8.83278163170385,4.69428363373874,0,0.00660164975500204,34.7220027,1,,
